Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Category,Delivery_Risk,Distance_km,Pickup_Delay_Minutes,Rush_Hour,Order_Hour
31,4.9,21.173343,72.792731,21.193343,72.812731,1900-01-01 11:50:00,1900-01-01 12:00:00,Fog,High,scooter,Metropolitian,Skincare,HIGH,3.0406667980769306,10.0,0,11
33,4.6,26.914142,75.805704,27.024142,75.915704,1900-01-01 18:40:00,1900-01-01 18:45:00,Fog,Medium,motorcycle,Metropolitian,Skincare,MEDIUM,16.384324359677176,5.0,1,18
29,4.8,23.354422,85.3329,23.374422,85.3529,1900-01-01 10:25:00,1900-01-01 10:40:00,Sunny,Low,motorcycle,Urban,Apparel,MEDIUM,3.0188764660304765,15.0,1,10
22,5.0,12.975377,77.696664,13.085377,77.806664,1900-01-01 21:20:00,1900-01-01 21:35:00,Fog,Jam,motorcycle,Metropolitian,Kitchen,HIGH,17.07661742698182,15.0,0,21
22,4.6,19.065838,72.832658,19.115838,72.882658,1900-01-01 18:00:00,1900-01-01 18:10:00,Sandstorms,Medium,motorcycle,Metropolitian,Grocery,MEDIUM,7.64950631832897,10.0,1,18
25,4.8,26.921411,75.793604,26.941411,75.813604,1900-01-01 10:45:00,1900-01-01 11:00:00,Sandstorms,Low,scooter,Metropolitian,Cosmetics,MEDIUM,2.9794101120234657,15.0,1,10
28,4.8,12.316967,76.603067,12.346967,76.633067,1900-01-01 20:00:00,1900-01-01 20:15:00,Windy,Jam,motorcycle,Metropolitian,Home,MEDIUM,4.663493139918864,15.0,1,20
23,4.9,26.846156,75.8023,26.886156,75.8423,1900-01-01 15:00:00,1900-01-01 15:15:00,Sandstorms,High,motorcycle,Urban,Electronics,HIGH,5.960345509793814,15.0,0,15
29,4.6,13.005801,80.250744,13.095801,80.340744,1900-01-01 22:00:00,1900-01-01 22:10:00,Stormy,Jam,motorcycle,Metropolitian,Electronics,HIGH,13.971216616782916,10.0,0,22
26,4.9,11.02091,76.940432,11.11091,77.030432,1900-01-01 22:25:00,1900-01-01 22:35:00,Fog,Low,motorcycle,Metropolitian,Snacks,MEDIUM,14.021848812228113,10.0,0,22
27,4.6,23.371292,85.327872,23.411292,85.367872,1900-01-01 16:40:00,1900-01-01 16:55:00,Sandstorms,Medium,scooter,Metropolitian,Grocery,MEDIUM,6.037193175495113,15.0,0,16
29,4.6,23.359194,85.325447,23.409194,85.375447,1900-01-01 23:00:00,1900-01-01 23:15:00,Sandstorms,Low,van,Metropolitian,Apparel,MEDIUM,7.546676276224407,15.0,0,23
36,4.8,23.233219,77.433571,23.303219,77.503571,1900-01-01 00:00:00,1900-01-01 00:10:00,Sandstorms,Low,motorcycle,Metropolitian,Sports,MEDIUM,10.569566051096631,10.0,0,0
34,4.7,22.745049,75.892471,22.815049,75.962471,1900-01-01 22:30:00,1900-01-01 22:45:00,Fog,Low,motorcycle,Metropolitian,Apparel,MEDIUM,10.58713106938141,15.0,0,22
20,4.7,12.933284,77.615428,12.993284,77.675428,1900-01-01 18:55:00,1900-01-01 19:10:00,Stormy,Medium,motorcycle,Metropolitian,Skincare,MEDIUM,9.31574536154532,15.0,1,18
34,4.5,12.304569,76.643622,12.374569,76.713622,1900-01-01 23:40:00,1900-01-01 23:55:00,Fog,Low,scooter,Metropolitian,Jewelry,MEDIUM,10.88132949340842,15.0,0,23
34,4.6,19.866969,75.318894,19.916969,75.368894,1900-01-01 17:10:00,1900-01-01 17:25:00,Sandstorms,Medium,scooter,Metropolitian,Home,MEDIUM,7.631714121877287,15.0,1,17
38,4.8,12.334022,76.618203,12.444022,76.728203,1900-01-01 17:35:00,1900-01-01 17:50:00,Sunny,Medium,motorcycle,Urban,Home,MEDIUM,17.09765154986503,15.0,1,17
35,4.8,26.913987,75.752891,26.973987,75.812891,1900-01-01 21:10:00,1900-01-01 21:25:00,Windy,Jam,scooter,Metropolitian,Pet Supplies,HIGH,8.937788557677608,15.0,0,21
29,5.0,19.1093,72.825451,19.2393,72.955451,1900-01-01 20:10:00,1900-01-01 20:20:00,Windy,Jam,motorcycle,Urban,Skincare,HIGH,19.883974328360555,10.0,1,20
27,5.0,30.893081,75.821495,30.943081,75.871495,1900-01-01 18:20:00,1900-01-01 18:30:00,Cloudy,Medium,scooter,Urban,Electronics,MEDIUM,7.325368489858038,10.0,1,18
20,4.9,11.022298,76.998349,11.102298,77.078349,1900-01-01 17:40:00,1900-01-01 17:45:00,Fog,Medium,van,Metropolitian,Grocery,MEDIUM,12.463941144205046,5.0,1,17
34,4.0,19.12663,72.829976,19.16663,72.869976,1900-01-01 12:25:00,1900-01-01 12:30:00,Windy,High,motorcycle,Metropolitian,Jewelry,MEDIUM,6.118630884411828,5.0,0,12
29,4.6,12.326356,76.619103,12.366356,76.659103,1900-01-01 14:35:00,1900-01-01 14:45:00,Windy,High,motorcycle,Metropolitian,Jewelry,MEDIUM,6.217824017921914,10.0,0,14
30,4.5,11.006686,76.951736,11.096686,77.041736,1900-01-01 22:00:00,1900-01-01 22:15:00,Sunny,Jam,scooter,Metropolitian,Clothing,HIGH,14.022182614283688,15.0,0,22
29,4.9,18.536718,73.830327,18.596719,73.890327,1900-01-01 23:30:00,1900-01-01 23:35:00,Cloudy,Low,scooter,Metropolitian,Books,MEDIUM,9.193027874171595,5.0,0,23
20,4.5,0.0,0.0,0.04,0.04,1900-01-01 15:00:00,1900-01-01 15:10:00,Fog,High,motorcycle,Metropolitian,Electronics,HIGH,6.290134677634678,10.0,0,15
28,4.5,0.0,0.0,0.02,0.02,1900-01-01 10:35:00,1900-01-01 10:40:00,Sandstorms,Low,scooter,Metropolitian,Pet Supplies,LOW,3.145067434621583,5.0,1,10
21,4.9,17.410371,78.437225,17.480371,78.507225,1900-01-01 23:00:00,1900-01-01 23:10:00,Windy,Low,van,Metropolitian,Outdoors,MEDIUM,10.757554773158116,10.0,0,23
25,2.6,11.024839,77.007003,11.154839,77.137003,1900-01-01 22:50:00,1900-01-01 22:55:00,Sunny,Low,scooter,Metropolitian,Sports,MEDIUM,20.252967850083508,5.0,0,22
36,5.0,19.12663,72.829976,19.18663,72.889976,1900-01-01 20:30:00,1900-01-01 20:45:00,Windy,Jam,motorcycle,Metropolitian,Outdoors,HIGH,9.177683834696076,15.0,1,20
37,4.3,22.745049,75.892471,22.835049,75.982471,1900-01-01 19:00:00,1900-01-01 19:05:00,Cloudy,Medium,scooter,Metropolitian,Sports,MEDIUM,13.611566722125016,5.0,1,19
34,4.6,11.001753,76.986241,11.081753,77.066241,1900-01-01 17:55:00,1900-01-01 18:10:00,Fog,Medium,scooter,Metropolitian,Apparel,MEDIUM,12.464369459117105,15.0,1,17
34,4.7,12.321214,76.621094,12.341214,76.641094,1900-01-01 09:25:00,1900-01-01 09:40:00,Sunny,Low,motorcycle,Metropolitian,Sports,MEDIUM,3.1089998000392547,15.0,1,9
33,4.9,12.978453,77.643685,13.088453,77.753685,1900-01-01 22:40:00,1900-01-01 22:55:00,Stormy,Low,motorcycle,Urban,Shoes,MEDIUM,17.07651409817472,15.0,0,22
32,4.9,26.910262,75.783013,27.040262,75.913013,1900-01-01 19:00:00,1900-01-01 19:05:00,Sunny,Medium,scooter,Urban,Pet Supplies,MEDIUM,19.362825446415616,5.0,1,19
24,4.6,11.001852,76.976268,11.051852,77.026268,1900-01-01 21:10:00,1900-01-01 21:20:00,Sandstorms,Jam,motorcycle,Other,Grocery,HIGH,7.790424984867233,10.0,0,21
36,4.7,11.003681,76.975525,11.083681,77.055525,1900-01-01 22:20:00,1900-01-01 22:35:00,Windy,Low,scooter,Urban,Outdoors,MEDIUM,12.464329297636855,15.0,0,22
28,4.6,26.766536,75.837333,26.876536,75.947333,1900-01-01 20:00:00,1900-01-01 20:05:00,Sandstorms,Jam,scooter,Urban,Jewelry,HIGH,16.39381188080044,5.0,1,20
36,4.3,22.310526,73.170937,22.340526,73.200937,1900-01-01 18:20:00,1900-01-01 18:25:00,Windy,Medium,scooter,Metropolitian,Sports,MEDIUM,4.544228016639861,5.0,1,18
22,4.6,0.0,0.0,0.01,0.01,1900-01-01 08:20:00,1900-01-01 08:25:00,Stormy,Low,scooter,Urban,Outdoors,LOW,1.5725337292863206,5.0,1,8
31,4.9,0.0,0.0,0.07,0.07,1900-01-01 21:25:00,1900-01-01 21:30:00,Sunny,Jam,motorcycle,Metropolitian,Electronics,HIGH,11.007734763744619,5.0,0,21
20,4.8,11.000762,76.981876,11.050762,77.031876,1900-01-01 20:25:00,1900-01-01 20:35:00,Sunny,Jam,scooter,Urban,Pet Supplies,MEDIUM,7.790439155314433,10.0,1,20
37,4.8,22.753839,75.897429,22.843839,75.987429,1900-01-01 17:15:00,1900-01-01 17:20:00,Cloudy,Medium,motorcycle,Metropolitian,Jewelry,MEDIUM,13.611163547774316,5.0,1,17
39,4.8,18.636215,73.751081,18.666215,73.781081,1900-01-01 19:55:00,1900-01-01 20:05:00,Windy,Jam,motorcycle,Metropolitian,Sports,LOW,4.595393825646219,10.0,1,19
21,2.6,21.186608,72.794136,21.316608,72.924136,1900-01-01 23:35:00,1900-01-01 23:45:00,Sunny,Low,motorcycle,Metropolitian,Toys,MEDIUM,19.76008092047381,10.0,0,23
24,4.9,26.913483,75.803139,26.993483,75.883139,1900-01-01 18:00:00,1900-01-01 18:15:00,Windy,Medium,motorcycle,Metropolitian,Kitchen,MEDIUM,11.91660643888762,15.0,1,18
23,4.8,15.516833,73.768172,15.646833,73.898172,1900-01-01 18:10:00,1900-01-01 18:20:00,Stormy,Medium,scooter,Metropolitian,Books,MEDIUM,20.070790105765074,10.0,1,18
38,4.8,13.054347,80.257221,13.094347,80.297221,1900-01-01 14:15:00,1900-01-01 14:25:00,Windy,High,scooter,Metropolitian,Books,MEDIUM,6.2091416432126145,10.0,0,14
21,4.7,21.157735,72.768778,21.227735,72.838778,1900-01-01 19:25:00,1900-01-01 19:35:00,Sandstorms,Jam,motorcycle,Metropolitian,Electronics,HIGH,10.642018863256776,10.0,1,19
20,4.6,26.905287,75.794592,26.975287,75.864592,1900-01-01 17:25:00,1900-01-01 17:40:00,Stormy,Medium,scooter,Urban,Snacks,MEDIUM,10.427571382480743,15.0,1,17
34,4.3,27.165108,78.015053,27.185108,78.035053,1900-01-01 10:45:00,1900-01-01 10:50:00,Stormy,Low,motorcycle,Metropolitian,Skincare,LOW,2.9765489161050946,5.0,1,10
33,3.7,12.949934,77.699386,13.029934,77.779386,1900-01-01 21:45:00,1900-01-01 22:00:00,Sunny,Jam,scooter,Metropolitian,Grocery,HIGH,12.420345124241244,15.0,0,21
39,4.6,0.0,0.0,0.06,0.06,1900-01-01 20:15:00,1900-01-01 20:30:00,Cloudy,Jam,van,Metropolitian,Shoes,HIGH,9.435201537430713,15.0,1,20
36,5.0,19.878028,75.317475,19.908028,75.347475,1900-01-01 18:35:00,1900-01-01 18:45:00,Sunny,Medium,motorcycle,Metropolitian,Grocery,MEDIUM,4.579014167492638,10.0,1,18
25,5.0,22.728163,75.884212,22.818163,75.974212,1900-01-01 20:30:00,1900-01-01 20:40:00,Sunny,Jam,motorcycle,Metropolitian,Pet Supplies,HIGH,13.61234086526925,10.0,1,20
28,4.8,17.438263,78.397865,17.528263,78.487865,1900-01-01 23:00:00,1900-01-01 23:05:00,Sandstorms,Low,scooter,Metropolitian,Toys,MEDIUM,13.829770499572875,5.0,0,23
33,4.9,18.994049,72.825203,19.124049,72.955203,1900-01-01 22:20:00,1900-01-01 22:35:00,Cloudy,Low,motorcycle,Metropolitian,Books,MEDIUM,19.89051422303527,15.0,0,22
35,3.6,23.353783,85.326967,23.443783,85.416967,1900-01-01 21:45:00,1900-01-01 21:50:00,Sunny,Jam,motorcycle,Urban,Toys,HIGH,13.583332471810742,5.0,0,21
37,4.9,13.044694,80.26147,13.154694,80.37147,1900-01-01 22:50:00,1900-01-01 23:05:00,Windy,Low,motorcycle,Metropolitian,Toys,MEDIUM,17.074283280249873,15.0,0,22
35,4.6,18.53408,73.89852,18.62408,73.98852,1900-01-01 22:50:00,1900-01-01 22:55:00,Sunny,Low,motorcycle,Other,Pet Supplies,MEDIUM,13.788947117365018,5.0,0,22
27,5.0,17.450851,78.379347,17.460851,78.389347,1900-01-01 10:30:00,1900-01-01 10:40:00,Sandstorms,Low,motorcycle,Urban,Toys,LOW,1.5367515001851497,10.0,1,10
33,4.2,21.157735,72.768778,21.217735,72.828778,1900-01-01 19:55:00,1900-01-01 20:00:00,Stormy,Jam,motorcycle,Urban,Books,HIGH,9.121874081415614,5.0,1,19
22,4.9,26.90294,75.793007,26.93294,75.823007,1900-01-01 19:20:00,1900-01-01 19:25:00,Cloudy,Jam,motorcycle,Metropolitian,Pet Supplies,LOW,4.469351491410609,5.0,1,19
31,4.1,12.352058,76.60665,12.412058,76.66665,1900-01-01 22:10:00,1900-01-01 22:15:00,Stormy,Low,motorcycle,Metropolitian,Clothing,MEDIUM,9.326113870790188,5.0,0,22
35,4.9,19.22384,72.841347,19.28384,72.901347,1900-01-01 19:50:00,1900-01-01 19:55:00,Sunny,Jam,motorcycle,Urban,Kitchen,HIGH,9.175127291638901,5.0,1,19
23,4.9,21.149669,72.772629,21.159669,72.782629,1900-01-01 09:00:00,1900-01-01 09:05:00,Fog,Low,motorcycle,Metropolitian,Clothing,LOW,1.5204704557277704,5.0,1,9
39,4.8,0.0,0.0,0.04,0.04,1900-01-01 15:15:00,1900-01-01 15:25:00,Stormy,Medium,motorcycle,Metropolitian,Jewelry,MEDIUM,6.290134677634678,10.0,0,15
36,4.7,19.003517,72.82765,19.113517,72.93765,1900-01-01 18:20:00,1900-01-01 18:30:00,Cloudy,Medium,motorcycle,Metropolitian,Books,MEDIUM,16.830461294557907,10.0,1,18
30,4.6,22.751857,75.866699,22.801857,75.916699,1900-01-01 21:50:00,1900-01-01 22:00:00,Sunny,Jam,motorcycle,Metropolitian,Shoes,MEDIUM,7.562317945109373,10.0,0,21
34,4.9,22.577821,88.400581,22.587821,88.410581,1900-01-01 08:35:00,1900-01-01 08:45:00,Sunny,Low,scooter,Metropolitian,Books,LOW,1.5134482403497882,10.0,1,8
22,4.9,0.0,0.0,0.08,0.08,1900-01-01 22:20:00,1900-01-01 22:35:00,Stormy,Low,scooter,Metropolitian,Jewelry,MEDIUM,12.58026782240096,15.0,0,22
33,4.6,19.22384,72.841347,19.27384,72.891347,1900-01-01 00:00:00,1900-01-01 00:10:00,Sunny,Low,motorcycle,Metropolitian,Outdoors,MEDIUM,7.646049300624619,10.0,0,0
28,4.7,0.0,0.0,0.01,0.01,1900-01-01 09:50:00,1900-01-01 10:00:00,Sandstorms,Low,motorcycle,Urban,Clothing,LOW,1.5725337292863206,10.0,1,9
21,4.6,10.96185,76.971082,11.00185,77.011082,1900-01-01 13:15:00,1900-01-01 13:25:00,Fog,High,motorcycle,Other,Toys,HIGH,6.232807160866213,10.0,0,13
25,4.6,23.359194,85.325447,23.409194,85.375447,1900-01-01 19:15:00,1900-01-01 19:25:00,Cloudy,Jam,motorcycle,Metropolitian,Grocery,MEDIUM,7.546676276224407,10.0,1,19
25,4.7,26.902908,75.792934,26.952908,75.842934,1900-01-01 19:40:00,1900-01-01 19:50:00,Windy,Jam,motorcycle,Metropolitian,Kitchen,MEDIUM,7.448627554424468,10.0,1,19
23,4.7,23.211529,77.419399,23.301529,77.509399,1900-01-01 17:10:00,1900-01-01 17:20:00,Stormy,Medium,scooter,Metropolitian,Clothing,MEDIUM,13.589987199022492,10.0,1,17
21,4.8,0.0,0.0,0.09,0.09,1900-01-01 22:25:00,1900-01-01 22:35:00,Cloudy,Low,motorcycle,Metropolitian,Jewelry,MEDIUM,14.15280068944862,10.0,0,22
26,4.7,30.88722,75.804893,30.96722,75.884893,1900-01-01 23:10:00,1900-01-01 23:25:00,Stormy,Low,motorcycle,Urban,Home,MEDIUM,11.720114258240434,15.0,0,23
28,4.8,21.149834,72.778666,21.169834,72.798666,1900-01-01 11:20:00,1900-01-01 11:25:00,Cloudy,High,motorcycle,Urban,Outdoors,MEDIUM,3.040891552952415,5.0,0,11
21,4.7,26.913987,75.752891,26.983987,75.822891,1900-01-01 22:50:00,1900-01-01 23:05:00,Sandstorms,Low,van,Metropolitian,Sports,MEDIUM,10.427215010406718,15.0,0,22
29,4.9,21.183434,72.814492,21.233434,72.864492,1900-01-01 17:50:00,1900-01-01 17:55:00,Sunny,Medium,motorcycle,Urban,Shoes,MEDIUM,7.601066543768449,5.0,1,17
22,4.8,23.355164,85.324097,23.385164,85.354097,1900-01-01 21:40:00,1900-01-01 21:50:00,Fog,Jam,scooter,Metropolitian,Sports,HIGH,4.52822500931378,10.0,0,21
36,4.7,22.538731,88.364878,22.648731,88.474878,1900-01-01 17:40:00,1900-01-01 17:55:00,Windy,Medium,van,Metropolitian,Sports,MEDIUM,16.647321830787615,15.0,1,17
33,5.0,0.0,0.0,0.04,0.04,1900-01-01 15:15:00,1900-01-01 15:30:00,Cloudy,Medium,motorcycle,Metropolitian,Shoes,MEDIUM,6.290134677634678,15.0,0,15
35,4.2,19.131141,72.813074,19.201141,72.883074,1900-01-01 18:00:00,1900-01-01 18:10:00,Cloudy,Medium,motorcycle,Metropolitian,Snacks,MEDIUM,10.707006464770876,10.0,1,18
34,4.8,12.934179,77.615797,12.994179,77.675797,1900-01-01 23:25:00,1900-01-01 23:30:00,Sunny,Low,motorcycle,Metropolitian,Shoes,MEDIUM,9.315729044610324,5.0,0,23
38,4.6,17.426228,78.407495,17.476228,78.457495,1900-01-01 19:00:00,1900-01-01 19:10:00,Sunny,Medium,van,Urban,Sports,MEDIUM,7.683850219127171,10.0,1,19
29,4.5,13.064181,80.236442,13.174181,80.346442,1900-01-01 21:30:00,1900-01-01 21:35:00,Stormy,Jam,scooter,Urban,Outdoors,HIGH,17.073624954198024,5.0,0,21
22,4.8,12.323978,76.627961,12.363978,76.667961,1900-01-01 15:40:00,1900-01-01 15:45:00,Sunny,Medium,motorcycle,Urban,Shoes,MEDIUM,6.217851597564562,5.0,0,15
36,4.9,26.910262,75.783013,26.940262,75.813013,1900-01-01 19:55:00,1900-01-01 20:00:00,Sandstorms,Jam,motorcycle,Metropolitian,Apparel,HIGH,4.469223038792755,5.0,1,19
22,4.4,12.986047,80.218114,13.046047,80.278114,1900-01-01 21:45:00,1900-01-01 21:50:00,Windy,Jam,motorcycle,Urban,Books,HIGH,9.314781588432984,5.0,0,21
34,4.8,19.131141,72.813074,19.151141,72.833074,1900-01-01 10:55:00,1900-01-01 11:05:00,Cloudy,Low,scooter,Metropolitian,Outdoors,LOW,3.0593634547238002,10.0,1,10
28,4.7,27.159795,78.04299,27.199795,78.08299,1900-01-01 16:50:00,1900-01-01 16:55:00,Windy,Medium,motorcycle,Metropolitian,Apparel,MEDIUM,5.952987295249576,5.0,0,16
27,4.5,13.066762,80.251865,13.196762,80.381865,1900-01-01 23:00:00,1900-01-01 23:15:00,Stormy,Low,van,Urban,Electronics,MEDIUM,20.17741678822209,15.0,0,23
34,5.0,12.914264,77.6784,12.984264,77.7484,1900-01-01 21:25:00,1900-01-01 21:40:00,Cloudy,Jam,motorcycle,Metropolitian,Shoes,HIGH,10.868667520702907,15.0,0,21
30,4.3,22.74806,75.8934,22.83806,75.9834,1900-01-01 18:35:00,1900-01-01 18:40:00,Sunny,Medium,motorcycle,Metropolitian,Shoes,MEDIUM,13.611428630407518,5.0,1,18
38,4.4,12.3085,76.665808,12.3185,76.675808,1900-01-01 11:10:00,1900-01-01 11:25:00,Windy,High,scooter,Metropolitian,Grocery,MEDIUM,1.554551173299148,15.0,0,11
26,4.2,22.31279,73.170283,22.35279,73.210283,1900-01-01 13:20:00,1900-01-01 13:35:00,Windy,High,motorcycle,Metropolitian,Sports,MEDIUM,6.05882516928704,15.0,0,13
23,4.9,26.911927,75.797282,27.021927,75.907282,1900-01-01 19:50:00,1900-01-01 20:00:00,Windy,Jam,motorcycle,Metropolitian,Books,HIGH,16.38446703586354,10.0,1,19
33,4.9,23.354422,85.3329,23.424422,85.4029,1900-01-01 19:40:00,1900-01-01 19:55:00,Fog,Jam,scooter,Urban,Outdoors,HIGH,10.565155904264323,15.0,1,19
34,4.9,30.905562,75.832841,31.015562,75.942841,1900-01-01 17:50:00,1900-01-01 18:05:00,Sandstorms,Medium,motorcycle,Metropolitian,Snacks,MEDIUM,16.112773223613402,15.0,1,17
38,4.7,0.0,0.0,0.05,0.05,1900-01-01 21:50:00,1900-01-01 22:05:00,Windy,Jam,motorcycle,Metropolitian,Apparel,MEDIUM,7.8626681674103684,15.0,0,21
38,4.0,23.230791,77.43702,23.270791,77.47702,1900-01-01 13:35:00,1900-01-01 13:50:00,Fog,High,motorcycle,Metropolitian,Pet Supplies,HIGH,6.040113680144417,15.0,0,13
32,4.8,22.751234,75.88949,22.781234,75.91949,1900-01-01 23:25:00,1900-01-01 23:30:00,Sunny,Low,motorcycle,Metropolitian,Shoes,LOW,4.5375531147317965,5.0,0,23
23,4.8,15.496162,73.825364,15.566162,73.895364,1900-01-01 18:45:00,1900-01-01 18:50:00,Cloudy,Medium,van,Metropolitian,Jewelry,MEDIUM,10.808630377209425,5.0,1,18
27,4.7,23.359194,85.325447,23.379194,85.345447,1900-01-01 10:40:00,1900-01-01 10:45:00,Sunny,Low,van,Urban,Electronics,LOW,3.018826787154069,5.0,1,10
31,5.0,15.516833,73.768172,15.536833,73.788172,1900-01-01 11:40:00,1900-01-01 11:50:00,Sunny,High,scooter,Metropolitian,Clothing,MEDIUM,3.0882114310657927,10.0,0,11
37,4.1,22.744648,75.894377,22.764648,75.914377,1900-01-01 11:40:00,1900-01-01 11:45:00,Cloudy,High,motorcycle,Metropolitian,Skincare,MEDIUM,3.025153366886616,5.0,0,11
26,4.9,19.120083,72.907385,19.150083,72.937385,1900-01-01 23:25:00,1900-01-01 23:35:00,Stormy,Low,scooter,Metropolitian,Books,LOW,4.5891245712574165,10.0,0,23
28,4.4,11.003669,76.976494,11.093669,77.066494,1900-01-01 21:10:00,1900-01-01 21:15:00,Cloudy,Jam,motorcycle,Metropolitian,Electronics,HIGH,14.022253362357478,5.0,0,21
28,4.1,12.939496,77.625999,12.989496,77.675999,1900-01-01 23:20:00,1900-01-01 23:30:00,Windy,Low,motorcycle,Metropolitian,Books,MEDIUM,7.7631027847272,10.0,0,23
24,4.6,12.323225,76.630028,12.393225,76.700028,1900-01-01 21:00:00,1900-01-01 21:05:00,Cloudy,Jam,scooter,Metropolitian,Outdoors,HIGH,10.88095073745088,5.0,0,21
24,4.6,26.913483,75.803139,26.923483,75.813139,1900-01-01 08:15:00,1900-01-01 08:25:00,Windy,Low,scooter,Urban,Kitchen,LOW,1.4897806686907549,10.0,1,8
20,4.8,22.751857,75.866699,22.861857,75.976699,1900-01-01 18:55:00,1900-01-01 19:10:00,Fog,Medium,scooter,Metropolitian,Shoes,MEDIUM,16.635416274182578,15.0,1,18
26,4.8,0.0,0.0,0.05,0.05,1900-01-01 21:45:00,1900-01-01 21:55:00,Fog,Jam,scooter,Metropolitian,Clothing,HIGH,7.8626681674103684,10.0,0,21
33,4.0,13.091809,80.219104,13.161809,80.289104,1900-01-01 20:00:00,1900-01-01 20:15:00,Stormy,Jam,motorcycle,Metropolitian,Toys,HIGH,10.86487049885657,15.0,1,20
27,4.8,21.173343,72.792731,21.243343,72.862731,1900-01-01 19:30:00,1900-01-01 19:35:00,Cloudy,Jam,motorcycle,Metropolitian,Shoes,HIGH,10.641495972351645,5.0,1,19
37,4.6,9.957144,76.296783,10.027144,76.366783,1900-01-01 21:15:00,1900-01-01 21:25:00,Cloudy,Jam,motorcycle,Metropolitian,Shoes,HIGH,10.92456962686083,10.0,0,21
37,4.8,12.972532,77.608179,13.002532,77.638179,1900-01-01 20:55:00,1900-01-01 21:00:00,Windy,Jam,motorcycle,Urban,Sports,LOW,4.657651549280557,5.0,1,20
36,4.8,19.178321,72.834715,19.198321,72.854715,1900-01-01 09:50:00,1900-01-01 10:00:00,Cloudy,Low,scooter,Metropolitian,Toys,LOW,3.0589506421329244,10.0,1,9
36,4.6,18.536718,73.830327,18.546719,73.840328,1900-01-01 10:40:00,1900-01-01 10:45:00,Sunny,Low,motorcycle,Metropolitian,Books,LOW,1.5324173514300854,5.0,1,10
20,4.6,18.592718,73.773572,18.672718,73.853572,1900-01-01 17:45:00,1900-01-01 17:55:00,Fog,Medium,motorcycle,Metropolitian,Clothing,MEDIUM,12.255014344808073,10.0,1,17
33,4.5,18.536718,73.830327,18.626718,73.920327,1900-01-01 20:00:00,1900-01-01 20:05:00,Sunny,Jam,motorcycle,Metropolitian,Outdoors,HIGH,13.788846116844857,5.0,1,20
34,4.9,22.74806,75.8934,22.82806,75.9734,1900-01-01 21:55:00,1900-01-01 22:00:00,Windy,Jam,van,Metropolitian,Pet Supplies,HIGH,12.099251698245435,5.0,0,21
38,4.8,22.745536,75.893106,22.775536,75.923106,1900-01-01 17:25:00,1900-01-01 17:30:00,Windy,Medium,scooter,Urban,Shoes,MEDIUM,4.537640130462831,5.0,1,17
20,4.8,17.440827,78.393391,17.490827,78.443391,1900-01-01 18:10:00,1900-01-01 18:15:00,Stormy,Medium,scooter,Urban,Electronics,MEDIUM,7.6835568584307055,5.0,1,18
21,4.8,26.892312,75.806896,26.932312,75.846896,1900-01-01 12:25:00,1900-01-01 12:35:00,Stormy,High,van,Metropolitian,Shoes,HIGH,5.9592668959195505,10.0,0,12
26,4.7,26.469003,80.316344,26.519003,80.366344,1900-01-01 18:20:00,1900-01-01 18:30:00,Windy,Medium,scooter,Metropolitian,Sports,MEDIUM,7.461235500824858,10.0,1,18
30,4.8,0.0,0.0,0.09,0.09,1900-01-01 22:35:00,1900-01-01 22:50:00,Sunny,Low,scooter,Urban,Cosmetics,MEDIUM,14.15280068944862,15.0,0,22
25,4.7,23.369746,85.33982,23.439746,85.40982,1900-01-01 19:45:00,1900-01-01 19:50:00,Stormy,Jam,motorcycle,Metropolitian,Books,HIGH,10.564596934159045,5.0,1,19
27,4.8,23.371292,85.327872,23.381292,85.337872,1900-01-01 08:40:00,1900-01-01 08:45:00,Sunny,Low,scooter,Urban,Clothing,LOW,1.5093764432903984,5.0,1,8
32,4.9,22.745049,75.892471,22.795049,75.942471,1900-01-01 17:50:00,1900-01-01 18:05:00,Fog,Medium,scooter,Metropolitian,Sports,MEDIUM,7.5624912888618505,15.0,1,17
34,4.9,22.552672,88.352885,22.632672,88.432885,1900-01-01 20:30:00,1900-01-01 20:35:00,Fog,Jam,motorcycle,Metropolitian,Skincare,HIGH,12.107186670957672,5.0,1,20
22,4.3,22.722634,75.886959,22.752634,75.916959,1900-01-01 23:35:00,1900-01-01 23:40:00,Stormy,Low,motorcycle,Metropolitian,Outdoors,LOW,4.537989684962777,5.0,0,23
37,4.6,12.934365,77.616155,12.984365,77.666155,1900-01-01 22:30:00,1900-01-01 22:40:00,Windy,Low,scooter,Metropolitian,Kitchen,MEDIUM,7.763180727989849,10.0,0,22
20,4.9,26.905287,75.794592,26.935287,75.824592,1900-01-01 23:00:00,1900-01-01 23:05:00,Cloudy,Low,motorcycle,Metropolitian,Outdoors,LOW,4.469310320115588,5.0,0,23
37,4.3,17.429585,78.392621,17.499585,78.462621,1900-01-01 21:30:00,1900-01-01 21:35:00,Stormy,Jam,scooter,Metropolitian,Snacks,HIGH,10.757014337994818,5.0,0,21
23,4.7,23.374989,85.335486,23.414989,85.375486,1900-01-01 14:25:00,1900-01-01 14:40:00,Stormy,High,motorcycle,Metropolitian,Toys,HIGH,6.037116126733091,15.0,0,14
